t,yaw,pitch,roll,arealX,arealY,arealZ,aworldX,aworldY,aworldZ,gpstime,lat,lon,speed,alt
0.093461,5.69,45.88,-9.54,0.35,-0.03,0.45,-0.08,0.07,0.57,13-12-1901 20:45:52,0.00,-166789625926658381592203655073542661642007598010108926079876423243728840357107493929350297706155653968112487114919978710682655295909560685940129483241022975619698416058913387281809582611138569382531500014143799296.00,-757119178908359787074503762867099274461703529759422354310580213120445550706631504627788839730056906101176678911510163392299008.00,-113049749052069437299718944549291348378865915097506900052313919000366413723790175172123323950087704370640273162946632739877311028488787531681981380515426102078557450212028738104035318923213886455808.00
11.577291,-1.41,40.68,1.31,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
11.583783,-1.41,40.69,1.30,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
11.590161,-1.43,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
11.597677,-1.43,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
11.604914,-1.43,40.69,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
11.612040,-1.44,40.69,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
11.619206,-1.44,40.69,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
11.626462,-1.45,40.69,1.29,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
11.633571,-1.45,40.69,1.29,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
11.640544,-1.46,40.69,1.29,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
11.647496,-1.46,40.69,1.29,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
11.654426,-1.46,40.69,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
11.661469,-1.46,40.69,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
11.668487,-1.47,40.69,1.29,0.56,-0.10,0.83,-0.12,-0.12,0.99,,,,,
11.675428,-1.47,40.69,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
11.682752,-1.48,40.69,1.29,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
11.690238,-1.48,40.69,1.29,0.56,-0.10,0.82,-0.11,-0.12,0.98,,,,,
11.697876,-1.49,40.70,1.29,0.56,-0.10,0.82,-0.11,-0.12,0.98,,,,,
11.705671,-1.49,40.70,1.29,0.56,-0.10,0.82,-0.11,-0.12,0.98,,,,,
11.713133,-1.50,40.70,1.29,0.56,-0.10,0.82,-0.11,-0.12,0.98,,,,,
11.721499,-1.50,40.70,1.29,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.729135,-1.50,40.71,1.28,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.737078,-1.50,40.71,1.28,0.56,-0.11,0.82,-0.11,-0.13,0.98,,,,,
11.744781,-1.51,40.71,1.28,0.56,-0.11,0.82,-0.11,-0.13,0.98,,,,,
11.752657,-1.51,40.71,1.27,0.56,-0.11,0.82,-0.11,-0.13,0.98,,,,,
11.759838,-1.52,40.71,1.27,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
11.766802,-1.52,40.71,1.27,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
11.773673,-1.52,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
11.780525,-1.52,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
11.787618,-1.53,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
11.794342,-1.53,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
11.802283,-1.54,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
11.809936,-1.54,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
11.817537,-1.55,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
11.824506,-1.55,40.71,1.26,0.56,-0.10,0.83,-0.12,-0.12,0.99,,,,,
11.831943,-1.56,40.71,1.26,0.56,-0.10,0.82,-0.11,-0.12,0.98,,,,,
11.839031,-1.57,40.71,1.26,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.846006,-1.57,40.72,1.26,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.853096,-1.58,40.72,1.26,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.860192,-1.58,40.72,1.26,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.867284,-1.59,40.72,1.25,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.874767,-1.59,40.72,1.25,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.882388,-1.60,40.72,1.25,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.889369,-1.60,40.72,1.25,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
11.896296,-1.61,40.73,1.25,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
11.903247,-1.61,40.73,1.25,0.55,-0.10,0.82,-0.12,-0.12,0.98,,,,,
11.910147,-1.61,40.73,1.25,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
11.917225,-1.62,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
11.925325,-1.62,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
11.933028,-1.63,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
11.940817,-1.63,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
11.948279,-1.63,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
11.955448,-1.63,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
11.962595,-1.64,40.72,1.25,0.55,-0.11,0.83,-0.12,-0.13,0.99,,,,,
11.969849,-1.65,40.72,1.24,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
11.976911,-1.65,40.72,1.24,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
11.985886,-1.66,40.72,1.24,0.55,-0.11,0.82,-0.12,-0.13,0.98,,,,,
11.995376,-1.66,40.72,1.24,0.55,-0.11,0.82,-0.12,-0.13,0.98,,,,,
12.004277,-1.66,40.72,1.24,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.015138,-1.67,40.72,1.25,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.025800,-1.67,40.72,1.25,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.035068,-1.67,40.72,1.25,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.045946,-1.68,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.054853,-1.68,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.065566,-1.68,40.72,1.25,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.074515,-1.70,40.71,1.25,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.085412,-1.70,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.094219,-1.70,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.106063,-1.70,40.71,1.27,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.114991,-1.71,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.124453,-1.71,40.71,1.26,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.134826,-1.72,40.71,1.27,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.146328,-1.72,40.71,1.27,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.155777,-1.73,40.71,1.27,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.164846,-1.73,40.71,1.27,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.175349,-1.74,40.70,1.28,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.184320,-1.75,40.70,1.28,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.194613,-1.75,40.70,1.28,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.204608,-1.75,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.214384,-1.75,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.224405,-1.76,40.70,1.30,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
12.234175,-1.76,40.70,1.29,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
12.246129,-1.77,40.70,1.30,0.55,-0.09,0.83,-0.12,-0.12,0.99,,,,,
12.255669,-1.78,40.70,1.30,0.55,-0.09,0.83,-0.12,-0.12,0.99,,,,,
12.265366,-1.78,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.275289,-1.79,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.284852,-1.79,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.294539,-1.80,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.304415,-1.80,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.316016,-1.80,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.325423,-1.81,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.335142,-1.81,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.345045,-1.81,40.69,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.354537,-1.81,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.364968,-1.82,40.69,1.31,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
12.374382,-1.82,40.69,1.31,0.55,-0.09,0.83,-0.12,-0.12,0.99,,,,,
12.384045,-1.82,40.69,1.31,0.55,-0.09,0.83,-0.12,-0.12,0.99,,,,,
12.394174,-1.83,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.405881,-1.83,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.415294,-1.84,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.425328,-1.84,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.435060,-1.85,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
12.444984,-1.85,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
12.454480,-1.86,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
12.464205,-1.86,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
12.474104,-1.87,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.485723,-1.87,40.69,1.31,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
12.495154,-1.88,40.69,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.504833,-1.88,40.69,1.31,0.55,-0.10,0.82,-0.12,-0.12,0.98,,,,,
12.514938,-1.88,40.69,1.31,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
12.524306,-1.89,40.70,1.31,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
12.533914,-1.89,40.70,1.31,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
12.546006,-1.90,40.70,1.31,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
12.555479,-1.91,40.70,1.31,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
12.565199,-1.91,40.70,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.575117,-1.92,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.584616,-1.92,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.594126,-1.92,40.70,1.30,0.56,-0.10,0.83,-0.11,-0.12,0.99,,,,,
12.604242,-1.92,40.70,1.30,0.56,-0.10,0.83,-0.11,-0.12,0.99,,,,,
12.615865,-1.93,40.70,1.31,0.56,-0.10,0.83,-0.11,-0.12,0.99,,,,,
12.625598,-1.93,40.70,1.31,0.56,-0.10,0.83,-0.11,-0.12,0.99,,,,,
12.635477,-1.93,40.70,1.31,0.56,-0.10,0.83,-0.11,-0.12,0.99,,,,,
12.645034,-1.94,40.71,1.31,0.55,-0.10,0.83,-0.11,-0.12,0.99,,,,,
12.654791,-1.94,40.71,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.664026,-1.95,40.71,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.674904,-1.95,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.683660,-1.95,40.70,1.30,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.694207,-1.96,40.70,1.29,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.704899,-1.96,40.70,1.29,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.713910,-1.97,40.70,1.29,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.724949,-1.97,40.70,1.29,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.733941,-1.97,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.744884,-1.97,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.753857,-1.98,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.764568,-1.98,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.773961,-1.98,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.785365,-1.99,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.794500,-2.00,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.803803,-2.00,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.815251,-2.01,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.824585,-2.01,40.70,1.29,0.55,-0.11,0.82,-0.12,-0.13,0.98,,,,,
12.833824,-2.02,40.70,1.29,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.845175,-2.02,40.70,1.29,0.55,-0.11,0.82,-0.12,-0.14,0.98,,,,,
12.854322,-2.03,40.70,1.29,0.55,-0.11,0.83,-0.12,-0.13,0.98,,,,,
12.863571,-2.03,40.70,1.29,0.55,-0.11,0.82,-0.12,-0.13,0.98,,,,,
12.874894,-2.03,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.884140,-2.03,40.70,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.895148,-2.04,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.904529,-2.04,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.99,,,,,
12.913871,-2.04,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.926057,-2.05,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.935242,-2.05,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.944326,-2.06,40.70,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.955323,-2.06,40.70,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
12.965575,-2.07,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.974557,-2.07,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.983590,-2.08,40.70,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
12.994251,-2.09,40.70,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.004984,-2.09,40.70,1.31,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
13.013861,-2.09,40.70,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.024784,-2.10,40.70,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.033717,-2.11,40.70,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.044371,-2.11,40.70,1.32,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.053476,-2.11,40.70,1.32,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.064842,-2.12,40.70,1.31,0.55,-0.09,0.82,-0.12,-0.12,0.98,,,,,
13.073743,-2.12,40.70,1.32,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
13.084418,-2.13,40.70,1.32,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.093371,-2.13,40.70,1.32,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
13.104076,-2.14,40.71,1.32,0.55,-0.10,0.83,-0.11,-0.13,0.98,,,,,
13.114963,-2.14,40.71,1.32,0.56,-0.10,0.83,-0.11,-0.13,0.99,,,,,
13.123947,-2.15,40.71,1.31,0.56,-0.10,0.83,-0.12,-0.13,0.99,,,,,
13.134851,-2.15,40.71,1.31,0.56,-0.10,0.83,-0.11,-0.13,0.99,,,,,
13.143732,-2.16,40.71,1.31,0.56,-0.10,0.83,-0.11,-0.13,0.99,,,,,
13.154511,-2.16,40.71,1.31,0.56,-0.10,0.83,-0.11,-0.13,0.99,,,,,
13.163481,-2.16,40.71,1.31,0.56,-0.10,0.83,-0.11,-0.13,0.99,,,,,
13.174055,-2.16,40.71,1.31,0.56,-0.10,0.83,-0.11,-0.13,0.99,,,,,
13.183488,-2.17,40.72,1.31,0.56,-0.10,0.82,-0.11,-0.13,0.99,,,,,
13.194212,-2.17,40.72,1.31,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.203337,-2.18,40.72,1.30,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.214053,-2.18,40.72,1.30,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.224890,-2.19,40.72,1.30,0.56,-0.11,0.82,-0.11,-0.13,0.98,,,,,
13.233839,-2.19,40.72,1.30,0.55,-0.11,0.82,-0.11,-0.13,0.98,,,,,
13.244634,-2.20,40.72,1.30,0.55,-0.11,0.82,-0.11,-0.13,0.98,,,,,
13.253658,-2.20,40.72,1.30,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.264375,-2.20,40.72,1.30,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
13.273440,-2.21,40.72,1.30,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.284127,-2.21,40.72,1.30,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.293138,-2.22,40.72,1.30,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.303917,-2.22,40.73,1.30,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.314754,-2.23,40.73,1.30,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.323676,-2.23,40.73,1.30,0.56,-0.10,0.82,-0.11,-0.13,0.99,,,,,
13.334380,-2.24,40.73,1.30,0.56,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.343385,-2.24,40.73,1.30,0.55,-0.10,0.83,-0.11,-0.13,0.98,,,,,
13.354117,-2.25,40.73,1.30,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.363154,-2.25,40.73,1.31,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
13.373903,-2.25,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.384763,-2.26,40.73,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.393670,-2.26,40.73,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.404358,-2.26,40.73,1.30,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.413385,-2.27,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.424188,-2.27,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.433153,-2.29,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.443831,-2.29,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.454785,-2.29,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.463722,-2.29,40.73,1.31,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
13.472987,-2.30,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.483762,-2.30,40.73,1.31,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
13.494607,-2.31,40.73,1.30,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.503619,-2.31,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.514460,-2.31,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.523426,-2.32,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.534116,-2.33,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.543123,-2.33,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.553858,-2.33,40.73,1.31,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.564749,-2.34,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.573593,-2.34,40.73,1.32,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.584281,-2.35,40.73,1.32,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.593280,-2.35,40.73,1.32,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.604061,-2.36,40.73,1.33,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.613092,-2.36,40.73,1.33,0.55,-0.10,0.82,-0.11,-0.12,0.98,,,,,
13.623806,-2.37,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.632828,-2.37,40.73,1.32,0.55,-0.10,0.83,-0.11,-0.13,0.98,,,,,
13.643516,-2.38,40.73,1.32,0.55,-0.10,0.83,-0.11,-0.13,0.99,,,,,
13.654363,-2.38,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.663413,-2.39,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.674539,-2.39,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.683655,-2.40,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.694332,-2.40,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.703296,-2.40,40.73,1.32,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.714156,-2.41,40.73,1.33,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.723205,-2.41,40.73,1.33,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.733930,-2.41,40.72,1.33,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.744241,-2.41,40.72,1.33,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.753239,-2.42,40.72,1.33,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.763927,-2.43,40.72,1.34,0.55,-0.09,0.83,-0.12,-0.12,0.98,,,,,
13.772859,-2.43,40.72,1.34,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.783717,-2.43,40.72,1.34,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.792750,-2.44,40.72,1.33,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.803512,-2.45,40.72,1.33,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.814242,-2.45,40.72,1.33,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.823271,-2.46,40.72,1.33,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.834109,-2.46,40.72,1.34,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.843139,-2.46,40.71,1.34,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.853786,-2.46,40.71,1.34,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.862967,-2.46,40.71,1.34,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.873669,-2.47,40.71,1.34,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.884397,-2.47,40.71,1.34,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.893548,-2.47,40.68,1.32,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.904281,-2.48,40.66,1.29,0.55,-0.10,0.83,-0.12,-0.12,0.98,,,,,
13.913288,-2.47,40.63,1.26,0.55,-0.10,0.83,-0.12,-0.13,0.98,,,,,
13.924012,-2.47,40.61,1.23,0.55,-0.10,0.82,-0.12,-0.13,0.98,,,,,
13.933116,-2.47,40.58,1.20,0.55,-0.10,0.82,-0.11,-0.13,0.98,,,,,
13.943861,-2.46,40.56,1.17,0.55,-0.10,0.83,-0.11,-0.13,0.98,,,,,
13.954251,-2.47,40.53,1.15,0.55,-0.10,0.83,-0.12,-0.13,0.99,,,,,
13.964571,-2.46,40.50,1.12,0.55,-0.10,0.83,-0.11,-0.12,0.99,,,,,
13.974328,-2.46,40.47,1.10,0.55,-0.10,0.83,-0.11,-0.12,0.99,,,,,
13.983181,-2.46,40.45,1.08,0.55,-0.09,0.83,-0.11,-0.12,0.99,,,,,
13.993114,-2.45,40.42,1.05,0.55,-0.09,0.82,-0.11,-0.11,0.98,,,,,
14.004002,-2.45,40.40,1.03,0.55,-0.09,0.82,-0.11,-0.11,0.98,,,,,
14.013943,-2.45,40.37,1.01,0.55,-0.09,0.83,-0.11,-0.11,0.98,,,,,
14.024287,-2.45,40.35,0.98,0.55,-0.09,0.82,-0.11,-0.11,0.98,,,,,
14.032648,-2.45,40.32,0.96,0.55,-0.09,0.83,-0.11,-0.11,0.99,,,,,
14.044831,-2.44,40.30,0.93,0.55,-0.09,0.83,-0.11,-0.11,0.99,,,,,
14.053194,-2.44,40.27,0.91,0.55,-0.09,0.82,-0.11,-0.11,0.98,,,,,
14.062795,-2.45,40.25,0.89,0.55,-0.09,0.82,-0.10,-0.11,0.98,,,,,
14.073499,-2.44,40.23,0.86,0.56,-0.09,0.82,-0.10,-0.11,0.98,,,,,
14.089460,-2.44,40.21,0.84,0.56,-0.09,0.82,-0.10,-0.11,0.98,,,,,
14.096647,-2.44,40.19,0.82,0.56,-0.09,0.82,-0.10,-0.11,0.98,,,,,
14.103772,-2.43,40.17,0.79,0.56,-0.09,0.82,-0.10,-0.10,0.98,,,,,
14.112742,-2.43,40.14,0.77,0.56,-0.09,0.82,-0.09,-0.10,0.99,,,,,
14.123594,-2.43,40.12,0.74,0.56,-0.09,0.82,-0.09,-0.10,0.98,,,,,
14.132522,-2.43,40.10,0.72,0.56,-0.09,0.82,-0.09,-0.10,0.98,,,,,
14.143310,-2.42,40.08,0.70,0.56,-0.09,0.82,-0.09,-0.10,0.98,,,,,
